datetime: 2014-01-01 00:00:00 ,level: 14 ,nearest: |[0.01575, 0.02197]| ,std: 45.479594408395144 ,rms: 849.77800000000002
datetime: 2014-01-01 00:00:00 ,level: 15 ,nearest: |[0.00788, 0.01099]| ,std: 45.489687622451527 ,rms: 849.77800000000002
datetime: 2014-01-01 00:00:00 ,level: 16 ,nearest: |[0.00394, 0.00549]| ,std: 45.491514601271739 ,rms: 849.77800000000002
datetime: 2014-01-01 00:00:00 ,level: 17 ,nearest: |[0.00197, 0.00275]| ,std: 45.501352115075875 ,rms: 849.77800000000002
datetime: 2014-01-01 00:00:00 ,level: 18 ,nearest: |[0.00098, 0.00137]| ,std: 45.502132253152638 ,rms: 849.77800000000002
datetime: 2014-01-01 00:00:00 ,level: 6 ,nearest: |[4.0882, 5.625]| ,std: 39.566810586652046 ,rms: 2783.1379999999999
datetime: 2014-01-01 00:00:00 ,level: 7 ,nearest: |[2.0441, 2.8125]| ,std: 29.659017916141455 ,rms: 1694.1380000000001
datetime: 2014-01-01 00:00:00 ,level: 8 ,nearest: |[1.0146, 1.40625]| ,std: 42.780697893382921 ,rms: 2228.7380000000003
datetime: 2014-01-01 00:00:00 ,level: 9 ,nearest: |[0.50541, 0.70312]| ,std: 46.28207135733642 ,rms: 182.322
datetime: 2014-01-01 00:00:00 ,level: 10 ,nearest: |[0.25223, 0.35156]| ,std: 44.303762762496241 ,rms: 182.322
datetime: 2014-01-01 00:00:00 ,level: 11 ,nearest: |[0.12612, 0.17578]| ,std: 43.925239456554323 ,rms: 210.16799999999998
datetime: 2014-01-01 00:00:00 ,level: 12 ,nearest: |[0.06303, 0.08789]| ,std: 43.929500428257001 ,rms: 1021.3680000000001
datetime: 2014-01-01 00:00:00 ,level: 13 ,nearest: |[0.03151, 0.04395]| ,std: 44.063483374804669 ,rms: 1021.3680000000001
datetime: 2014-01-01 00:00:00 ,level: 14 ,nearest: |[0.01575, 0.02197]| ,std: 44.032672692483153 ,rms: 1021.3680000000001
datetime: 2014-01-01 00:00:00 ,level: 15 ,nearest: |[0.00788, 0.01099]| ,std: 44.053475754773821 ,rms: 1021.3680000000001
datetime: 2014-01-01 00:00:00 ,level: 16 ,nearest: |[0.00394, 0.00549]| ,std: 44.0516241283878 ,rms: 1021.3680000000001
datetime: 2014-01-01 00:00:00 ,level: 17 ,nearest: |[0.00197, 0.00275]| ,std: 44.06131675444891 ,rms: 1021.3680000000001
datetime: 2014-01-01 00:00:00 ,level: 18 ,nearest: |[0.00098, 0.00137]| ,std: 44.062204380547072 ,rms: 1021.3680000000001
datetime: 2014-01-01 00:00:00 ,level: 6 ,nearest: |[4.0882, 5.625]| ,std: 39.566810586652046 ,rms: 2944.5
datetime: 2014-01-01 00:00:00 ,level: 7 ,nearest: |[2.0441, 2.8125]| ,std: 29.189164834746467 ,rms: 7608.4499999999998
datetime: 2014-01-01 00:00:00 ,level: 8 ,nearest: |[1.0146, 1.40625]| ,std: 38.41082635966913 ,rms: 7672.4100000000008
datetime: 2014-01-01 00:00:00 ,level: 9 ,nearest: |[0.50541, 0.70312]| ,std: 45.162199276873089 ,rms: 6212.5940000000001
datetime: 2014-01-01 00:00:00 ,level: 10 ,nearest: |[0.25223, 0.35156]| ,std: 44.133611274854857 ,rms: 7291.5940000000001
datetime: 2014-01-01 00:00:00 ,level: 11 ,nearest: |[0.12612, 0.17578]| ,std: 43.655510842644368 ,rms: 1271.2159999999999
datetime: 2014-01-01 00:00:00 ,level: 12 ,nearest: |[0.06303, 0.08789]| ,std: 43.670533520021678 ,rms: 1344.816
datetime: 2014-01-01 00:00:00 ,level: 13 ,nearest: |[0.03151, 0.04395]| ,std: 43.7725701482413 ,rms: 265.81599999999992
datetime: 2014-01-01 00:00:00 ,level: 14 ,nearest: |[0.01575, 0.02197]| ,std: 43.751045932897036 ,rms: 265.81599999999992
datetime: 2014-01-01 00:00:00 ,level: 15 ,nearest: |[0.00788, 0.01099]| ,std: 43.775629917292669 ,rms: 265.81599999999992
datetime: 2014-01-01 00:00:00 ,level: 16 ,nearest: |[0.00394, 0.00549]| ,std: 43.774996758216027 ,rms: 265.81599999999992
